kalpi,sum,Abeba David,Abeba Lior,Akunis Ofir,Amsalem David,Azbera Goma,Barak Keren,Barkat Nir,Ben Pinhas Yoseg Eyal,Berko Anat,Bitan David,Boker Navah,Cohen Fernand,Davidi Eli,Dichter Avi,Dichter Avital,Edelstein Yuli,Elkin Zeev,Erdan Gilad,Fadida Nissim,Fleishman Zeev,Fridelman Hinda,Galant Yoav,Gamliel Gila,Glick Yehuda,Golan May,Halabi Rafe,Halevi Shosh,Hanegbi Tsahi,Haskel Sharen,Hazah Oren,Hetayev Faisal,Hieb Hassan,Hirshman Nir,Hotoveli Tzipi,Ilgiev Gregory,Kaidaba Samir,Kara Iub,Katz Haim,Katz Israel,Kish Yoav,Koren Nurit,Krinawi Atef,Levin Yariv,Lovovikov Michael,Maharat Gilad,Malka Elad,Mark Osnat,Mazuz Yaron,Moses Heidi,Mula Patin,Mustafa Gihad,Nager Yoel,Nahon Tzofia,Negosa Avraham,Nevuani Osama,Ohana Amir,Parhat Ata,Pasal Moshe,Pinto Jacky,Regev Miri,Saar Gidon,Salah Salah,Sefadi Mendi,Sela Noam,Shitrti Kathy,Shtagman Ayala,Shteinits Yuval,Taya Dima,Vidar Yaakov,Yogev Mot,Yona Elad,Zohar Mickey
106702,3705,0,0,3,250,0,2,8,0,0,223,0,1,34,2,0,199,95,301,0,0,0,221,171,0,86,0,0,88,5,39,144,0,2,1,0,88,211,227,130,0,0,1,214,0,0,0,1,10,1,223,63,0,0,2,48,90,1,0,0,183,4,32,1,86,66,2,56,0,0,0,0,90
106801,1320,3,6,66,3,2,3,27,0,22,2,11,3,2,79,6,18,51,80,5,1,3,58,32,1,4,2,1,31,67,6,28,3,45,0,0,21,30,10,58,14,6,3,55,2,0,2,2,23,8,61,32,1,4,0,24,2,6,4,1,48,66,29,10,2,36,0,22,4,0,5,9,49
106802,1225,4,6,64,1,1,1,23,0,25,2,8,4,0,64,5,25,52,68,5,0,5,57,35,3,3,4,0,25,54,2,24,3,41,3,3,20,36,18,59,14,5,3,49,2,0,2,0,18,3,60,28,0,6,0,18,1,8,6,1,35,65,22,12,5,21,1,21,6,1,6,7,46
106901,1515,1,1,29,32,0,12,56,0,16,17,11,1,4,50,3,78,70,96,0,0,1,71,85,13,8,2,0,23,36,23,0,1,4,23,0,0,15,57,84,88,10,0,96,0,0,0,4,16,2,12,8,1,2,3,4,40,0,5,0,100,81,1,1,0,20,0,18,3,0,1,3,73
106902,1629,1,0,42,46,0,3,72,0,11,15,20,0,1,54,2,84,75,110,0,0,0,66,85,4,5,0,1,22,28,32,0,0,0,31,0,0,16,67,88,86,7,0,112,3,0,1,4,19,0,9,4,0,0,1,1,48,0,4,0,124,87,0,0,4,25,0,21,3,0,0,6,79
106903,1626,0,0,35,39,0,7,66,0,11,18,14,0,4,54,5,83,72,105,0,1,1,86,86,12,6,1,0,24,25,22,0,0,3,31,0,1,17,63,97,95,7,0,105,2,1,2,6,16,1,10,6,0,1,2,1,38,0,2,1,113,90,0,2,1,16,0,21,4,1,0,4,89
107001,2855,19,73,74,36,0,66,46,17,20,59,4,17,70,131,12,91,72,71,67,8,11,32,40,9,36,11,6,137,67,80,57,11,63,23,15,3,14,38,29,32,32,12,65,15,12,4,4,152,5,90,117,20,6,17,20,12,7,3,7,195,92,10,1,12,22,7,21,0,16,57,36,119
107002,2730,1,25,8,182,1,3,5,0,60,71,0,1,9,37,3,32,16,5,22,1,1,6,163,0,123,0,4,40,194,118,24,0,8,9,1,10,0,182,15,65,112,1,2,1,1,0,0,198,1,130,139,2,1,57,30,5,1,0,2,27,229,5,2,0,90,3,2,2,2,25,2,213
107101,2714,2,1,16,2,0,98,29,0,1,80,3,0,1,103,2,47,96,76,0,0,0,104,207,6,1,1,0,43,22,4,6,0,5,62,0,224,208,207,213,48,101,0,207,1,0,2,1,64,0,10,3,0,0,0,5,17,4,5,0,109,108,6,2,1,8,2,48,1,0,60,0,31
107102,3202,0,0,110,0,0,86,117,0,0,158,1,0,0,69,6,38,50,90,0,0,0,103,206,7,0,0,0,40,119,0,0,0,7,49,0,263,226,249,256,127,71,0,250,0,0,0,0,74,0,47,2,0,0,0,3,110,5,3,0,75,49,5,0,0,0,0,29,0,0,48,0,54
107201,3223,1,1,143,53,2,6,56,0,174,53,8,0,9,82,8,213,29,182,0,0,0,153,165,11,45,0,0,49,32,51,1,111,5,75,1,0,22,167,226,129,26,0,155,1,0,1,0,25,0,3,0,2,8,2,0,190,1,2,0,215,69,1,1,1,14,0,34,2,0,0,1,206
107301,1563,2,4,64,75,1,15,68,0,13,54,10,0,12,44,5,89,64,79,7,0,18,80,52,16,6,0,0,34,20,20,2,1,8,33,0,0,17,65,79,34,14,0,80,3,1,3,4,25,1,10,1,2,2,5,8,45,3,8,4,86,81,1,0,6,10,1,35,1,3,1,1,27
107302,1642,1,0,64,69,1,15,77,0,10,50,4,0,17,44,4,99,61,75,10,0,23,72,71,19,2,1,0,38,28,21,0,2,11,37,1,0,12,63,83,47,14,0,86,3,0,1,0,38,1,10,0,1,1,2,15,43,1,8,1,93,86,1,0,4,6,2,38,1,3,1,2,48
107303,1603,0,0,66,65,2,21,66,0,19,44,12,0,12,47,7,78,54,79,5,0,17,79,57,24,4,1,0,37,26,28,1,1,12,31,2,1,16,52,89,46,16,0,81,3,0,3,3,24,2,13,0,2,4,5,8,45,1,8,3,89,88,0,1,7,6,0,42,0,3,2,1,42
107401,1320,3,1,45,80,3,22,12,0,1,77,4,0,0,23,3,103,72,48,0,0,0,83,47,11,6,0,0,26,7,4,1,34,4,44,1,1,6,76,60,29,8,0,55,5,0,3,44,29,1,2,0,0,1,23,1,31,0,0,1,56,52,0,0,4,14,1,9,0,1,0,1,41
107402,1306,0,1,50,68,4,26,22,0,5,63,7,0,0,35,1,97,65,41,2,1,2,72,43,15,5,2,1,26,12,9,0,35,3,53,2,0,14,64,45,29,10,2,37,8,1,1,34,18,1,2,3,0,1,23,1,35,0,1,1,60,62,1,0,6,15,0,16,0,1,1,0,45
107403,1310,3,1,40,85,0,13,10,0,5,79,6,0,0,26,6,98,79,58,1,1,0,82,58,5,4,0,0,20,3,12,0,28,1,35,0,0,10,85,61,30,4,1,61,3,0,1,52,37,0,0,0,1,0,18,2,33,0,2,0,47,35,0,0,3,9,2,11,1,1,2,1,38
107404,1258,3,3,46,70,0,22,7,0,3,72,2,0,0,30,1,99,63,39,0,0,1,77,45,7,0,1,1,29,7,7,0,37,2,45,4,0,9,71,43,37,5,0,37,4,3,3,45,25,0,3,0,0,0,30,1,39,0,0,1,58,51,0,0,2,17,0,8,1,0,1,0,41
107405,1291,1,1,45,82,1,23,10,0,6,77,6,0,2,27,2,100,69,43,0,0,0,73,48,10,5,0,0,18,3,9,1,34,1,47,0,0,0,80,42,37,8,0,54,4,0,0,38,26,0,1,0,0,1,23,2,36,2,4,0,62,50,0,0,7,17,0,6,0,0,0,0,47
107406,1359,3,2,49,72,2,25,16,0,4,70,10,0,1,30,4,103,62,34,0,1,1,74,43,7,6,4,0,32,9,4,5,40,4,49,1,0,5,75,41,49,3,0,38,4,0,1,40,23,1,6,3,2,0,31,2,38,4,2,0,65,58,3,0,7,19,0,11,2,0,2,1,56
107407,1212,1,1,38,65,0,20,15,0,5,69,1,0,0,23,3,95,66,47,0,0,0,70,41,15,0,0,0,22,12,3,0,28,6,34,0,0,8,76,52,27,10,0,40,3,0,1,42,44,0,5,0,1,2,31,1,32,0,1,1,47,41,2,2,3,17,0,11,1,0,1,0,30
107408,1279,0,0,38,71,3,18,17,0,7,67,5,0,0,30,3,100,67,52,0,1,0,72,57,10,2,1,0,34,11,6,0,26,4,36,0,1,7,68,60,31,8,3,52,2,0,0,43,35,0,5,2,1,2,20,2,25,1,1,1,45,50,0,1,5,14,2,13,0,0,2,0,39
107409,1169,1,1,36,62,0,17,9,0,5,61,3,0,0,31,0,91,70,32,0,1,1,71,49,11,4,1,0,29,7,3,0,23,2,38,2,0,6,62,44,36,11,2,39,12,1,2,36,24,0,1,0,0,0,23,1,33,0,2,0,48,45,0,0,11,19,0,11,0,0,0,0,39
107410,1296,2,1,48,85,0,24,6,0,7,79,2,1,3,24,2,102,66,48,0,0,0,83,50,4,4,0,2,26,3,8,0,37,0,44,0,0,4,82,48,31,2,1,53,2,0,0,47,31,0,0,0,0,0,19,0,30,1,2,0,54,53,0,0,4,9,1,6,0,1,0,0,54
107411,1263,2,1,33,75,3,18,10,1,7,79,5,1,1,32,2,92,68,43,1,1,1,69,48,0,4,1,0,22,7,10,0,31,2,37,1,1,4,73,49,35,6,2,52,2,2,0,47,27,1,4,0,1,3,20,1,31,3,3,0,51,60,1,1,3,12,1,12,0,4,0,0,43
107412,1459,5,2,60,93,2,30,11,1,7,93,5,0,0,30,2,112,72,39,0,1,0,90,45,8,3,0,2,38,3,5,2,50,2,43,1,0,4,91,40,33,7,1,56,4,2,0,47,28,0,1,1,3,1,27,1,43,0,1,2,69,60,1,0,5,15,0,3,0,2,2,0,52
107501,1778,11,3,61,50,2,13,59,0,41,44,31,2,7,75,19,70,52,93,6,1,1,76,76,17,7,3,0,55,36,51,2,4,9,63,0,0,54,59,70,39,25,0,74,1,0,4,5,38,0,8,1,1,4,6,0,53,2,12,2,92,59,7,5,10,9,5,23,1,10,4,6,49
107502,1856,8,7,59,57,5,21,68,1,37,51,38,1,16,79,6,65,69,97,4,4,1,76,76,23,11,2,0,51,38,49,0,4,9,79,2,2,49,56,74,43,17,0,76,2,3,3,6,31,1,5,3,1,5,10,2,60,2,8,0,83,59,12,3,6,14,5,46,2,3,3,10,37
107503,1717,10,5,61,52,3,15,70,0,33,45,23,2,7,70,18,72,51,81,6,1,2,79,71,12,12,1,0,43,43,40,0,0,6,68,1,0,46,47,75,53,8,0,78,3,0,5,5,37,1,7,1,1,1,5,3,47,1,13,0,85,49,10,6,11,17,3,28,3,8,3,8,46
107504,1805,8,3,65,54,3,18,71,0,40,52,36,0,11,80,19,60,50,99,8,1,1,67,68,20,10,0,0,49,39,56,0,4,10,58,0,0,52,51,81,39,24,1,84,1,1,3,5,34,1,7,0,1,2,7,0,50,2,15,3,92,57,7,6,10,9,0,37,3,6,5,10,39
107601,2012,2,0,92,63,1,28,82,1,57,75,9,1,9,83,4,95,58,112,0,10,1,91,64,26,15,0,0,66,38,16,0,0,14,34,0,0,55,68,64,58,11,0,84,3,0,4,38,10,1,12,1,3,0,20,5,52,1,24,1,110,80,2,0,1,47,0,54,0,2,7,2,45
107602,2099,2,0,83,50,0,26,93,0,43,63,17,0,11,102,2,107,68,110,2,10,1,88,69,23,8,1,0,78,40,35,0,1,13,46,0,1,54,64,64,48,12,0,96,2,2,6,21,7,3,12,1,3,0,21,9,53,0,25,0,118,107,1,1,1,62,0,42,0,2,6,1,62
107701,1668,3,2,92,31,0,11,73,0,30,15,14,0,8,59,3,93,50,101,0,6,0,75,78,26,6,0,0,29,28,12,0,2,4,70,1,0,20,37,83,61,43,2,96,1,0,1,2,4,3,4,0,0,2,8,0,55,1,1,0,85,94,1,7,36,20,2,53,1,0,1,1,21
107702,1942,1,1,104,35,0,8,86,0,33,29,12,0,9,74,6,97,57,107,1,8,1,100,82,28,10,0,0,42,32,25,1,1,4,81,1,0,47,43,102,65,46,1,111,0,1,6,3,1,0,2,1,0,3,7,1,64,4,1,0,101,98,2,2,42,19,2,60,7,2,2,0,20
107801,1863,2,2,67,22,3,17,103,0,34,16,13,0,7,65,4,85,83,91,1,0,1,80,56,33,11,1,2,21,44,58,1,2,8,99,2,0,40,30,71,79,33,2,93,13,0,7,3,4,0,6,2,1,4,5,3,86,7,16,0,99,69,2,0,14,33,0,44,9,6,5,2,41
107802,1900,1,2,58,20,2,22,91,0,35,19,11,1,8,60,3,83,96,100,1,1,2,77,51,26,17,1,0,26,35,65,2,3,2,83,2,0,46,36,86,72,30,3,108,11,0,11,4,5,2,4,3,3,6,3,4,73,9,20,0,98,84,2,0,14,44,0,42,8,11,4,2,46
107803,2148,2,3,84,25,0,29,95,0,35,19,15,0,12,55,9,114,106,104,0,0,1,85,53,35,14,1,0,22,41,62,1,2,6,113,1,1,43,40,95,77,31,3,122,12,2,15,5,8,0,7,3,1,10,3,3,85,13,13,1,106,93,1,4,16,50,1,50,4,14,4,2,66
107901,2795,1,1,70,40,1,74,106,1,44,40,15,1,58,98,5,110,97,128,0,2,1,108,102,46,97,1,1,35,57,68,2,1,24,129,1,1,58,38,134,90,82,0,154,5,0,22,5,53,2,19,2,0,2,8,1,138,6,2,2,88,107,0,3,8,58,0,69,8,6,1,0,58
107902,2388,2,0,62,30,1,68,96,0,42,34,5,1,44,77,7,96,88,108,3,3,1,96,93,52,77,1,1,39,61,56,1,0,23,90,1,1,34,35,113,59,67,0,126,11,0,17,5,48,3,16,3,0,5,7,0,112,3,8,2,67,86,0,0,10,45,4,67,11,8,7,2,47
108001,756,10,4,14,31,1,14,38,0,6,23,4,0,1,23,0,46,14,37,0,2,3,20,24,11,2,1,1,17,7,7,1,3,7,29,0,3,11,43,38,25,7,1,11,0,0,1,0,7,0,6,3,0,1,13,2,15,1,25,0,34,46,2,1,2,27,2,13,1,0,0,1,13
108002,756,3,2,18,30,1,13,39,1,9,21,5,0,1,23,4,44,18,37,0,2,0,28,18,11,5,0,1,16,6,14,0,0,10,24,0,3,13,36,32,25,8,0,14,1,0,2,1,8,0,4,0,0,2,9,1,14,2,22,1,40,45,0,0,2,22,2,16,3,3,4,2,15
108003,756,2,0,14,27,1,15,43,0,13,24,5,0,2,22,5,40,13,37,1,0,0,22,22,9,8,0,0,19,13,10,0,0,6,26,0,1,9,43,30,27,6,0,15,2,0,0,1,11,1,2,0,0,0,11,0,17,2,26,0,40,45,0,0,1,27,2,23,1,0,1,0,13
108004,792,5,4,16,27,2,16,46,0,4,26,5,1,1,27,0,38,18,39,0,0,0,27,25,16,2,0,0,15,15,11,0,0,8,34,1,1,13,44,36,24,8,0,19,0,0,2,1,10,1,4,0,0,2,13,0,18,1,21,0,39,43,0,0,3,19,0,22,2,2,2,0,13
108005,756,1,2,20,22,1,20,41,0,11,18,5,0,4,27,5,37,11,32,0,1,0,32,19,14,7,0,0,15,15,13,0,1,8,22,1,1,15,41,39,27,11,0,20,0,1,2,1,10,2,5,1,0,1,7,0,19,4,19,0,35,39,0,0,0,16,0,20,5,0,0,0,10
108006,870,1,1,20,29,2,19,46,1,9,27,3,0,3,24,3,55,16,39,0,0,0,26,26,21,6,0,1,24,13,9,0,0,13,13,0,0,21,47,42,25,12,0,31,0,0,2,1,15,2,10,0,0,1,8,0,16,2,25,1,37,50,0,0,3,22,2,22,1,1,0,1,20
108007,744,8,4,14,31,2,10,36,0,8,27,11,0,1,22,2,42,15,30,0,3,1,23,19,10,3,1,2,18,14,9,0,0,9,22,1,1,8,45,36,23,11,0,12,2,2,2,0,10,2,11,0,1,0,7,0,10,0,15,0,32,41,2,1,1,20,2,21,3,4,4,4,13
108008,706,0,0,15,25,0,11,39,0,5,23,4,0,0,29,2,45,7,27,0,0,0,19,17,15,0,1,0,21,18,7,0,0,12,29,0,0,6,43,35,20,9,0,14,0,0,2,0,14,3,9,1,1,1,6,1,8,1,20,0,30,48,0,0,0,27,1,15,2,0,0,2,16
108009,819,5,5,19,24,0,16,50,1,6,29,7,0,2,20,3,46,18,31,0,2,1,28,23,18,4,0,0,19,22,14,0,2,12,27,0,0,8,43,34,22,12,0,14,0,2,3,1,11,1,12,2,1,2,10,0,11,2,18,1,35,50,0,0,0,27,0,20,9,1,0,1,12
108010,792,0,1,12,28,1,15,39,0,12,27,9,0,4,25,4,41,19,45,0,2,0,35,24,10,3,0,1,15,12,9,0,1,2,32,1,3,8,41,37,24,10,0,29,1,1,0,0,10,4,2,0,0,0,8,0,15,3,19,1,44,50,1,0,0,21,0,14,0,2,1,1,13
108011,719,2,2,14,20,2,16,37,1,12,17,6,1,3,22,3,42,13,32,2,2,0,21,16,18,6,3,0,17,19,10,1,0,10,27,1,1,10,30,31,24,8,0,18,0,0,2,0,8,3,7,0,1,1,6,1,12,3,19,0,32,43,1,2,1,17,0,22,5,0,3,0,10
108012,838,5,1,17,34,3,10,41,0,13,29,5,0,2,26,3,46,14,36,0,2,0,29,27,17,4,1,0,17,11,11,2,1,7,28,1,1,19,39,40,18,11,0,25,1,0,4,2,16,1,5,1,0,1,8,0,18,4,23,1,48,45,0,1,1,23,1,16,0,0,0,1,21
108101,1008,2,2,41,15,2,3,41,0,11,11,1,1,0,26,0,62,64,48,0,0,0,36,19,26,17,1,1,6,9,26,0,1,1,68,0,0,26,21,43,47,5,0,62,0,0,4,0,2,0,3,0,0,4,1,2,35,1,3,1,55,59,1,0,13,25,1,20,3,1,0,0,29
108201,792,0,0,32,5,0,0,9,0,1,9,0,0,0,6,1,54,58,51,0,0,0,6,8,11,15,0,0,3,5,37,0,0,0,58,0,0,8,32,38,41,0,0,51,0,0,3,0,0,0,0,0,0,4,0,0,23,4,0,0,47,51,0,0,19,33,1,15,2,1,0,0,50
108301,1390,0,0,41,30,1,42,45,1,20,21,12,0,25,42,7,57,37,68,1,6,1,66,63,23,32,0,1,62,26,36,0,1,11,32,0,0,35,19,67,32,51,0,65,3,2,10,3,29,1,11,0,2,2,8,1,65,1,7,0,37,48,2,0,1,12,1,48,3,2,0,0,12
108302,1236,0,0,34,21,1,41,36,0,11,19,6,0,25,40,7,42,35,70,0,3,0,64,68,21,35,0,0,52,10,40,0,1,13,32,0,0,23,15,70,29,51,0,73,1,0,4,2,20,0,9,0,3,1,5,1,56,0,3,0,32,35,0,0,0,7,0,43,7,1,3,0,15
108303,1293,1,1,24,14,1,58,35,0,10,11,12,0,42,33,1,48,38,74,0,5,0,81,70,9,54,0,0,55,17,53,0,0,9,36,0,0,21,24,76,23,56,0,73,0,1,2,0,23,0,7,0,1,0,7,1,70,0,1,0,24,30,0,0,0,8,0,31,2,2,3,0,15
108304,1248,3,2,32,19,1,49,30,0,13,18,7,0,37,33,3,44,28,69,0,10,0,72,66,8,46,0,2,50,14,49,0,1,7,30,0,0,13,29,69,22,48,0,75,1,2,5,4,19,0,8,1,2,0,12,1,58,1,4,0,27,35,0,0,1,6,1,31,3,3,7,0,17
108305,1295,2,1,26,19,1,50,45,0,15,14,11,0,35,39,5,42,24,73,0,6,2,78,73,15,41,0,0,56,21,39,1,1,12,28,1,0,26,19,65,21,52,0,64,2,0,3,1,31,2,12,1,4,1,9,4,61,2,2,0,27,38,0,0,5,5,1,27,4,3,7,2,18
108306,1238,2,1,21,19,0,47,41,0,22,18,9,0,28,41,3,35,20,65,1,3,0,74,60,13,38,0,0,40,21,53,1,1,12,37,0,1,28,19,69,19,52,0,58,0,2,4,3,22,2,12,0,2,0,7,2,63,3,1,1,36,37,1,1,5,10,0,30,1,4,2,0,15
108307,1344,2,1,35,20,1,42,43,1,14,24,9,0,27,43,2,42,29,69,1,3,0,74,66,21,37,0,1,46,21,44,0,0,10,39,0,1,28,15,82,32,40,2,71,3,0,3,0,23,2,10,1,1,1,5,2,69,1,6,0,49,43,2,0,3,14,2,35,8,3,2,2,16
108308,1367,0,1,43,23,2,39,39,0,17,18,17,1,27,40,2,48,38,76,3,6,0,70,66,15,32,0,1,45,21,41,1,1,9,30,1,0,30,23,62,39,51,1,76,0,0,6,3,18,0,11,0,2,3,11,4,70,1,3,1,42,39,3,1,6,17,1,40,3,2,6,1,18
108309,1301,3,2,50,22,1,30,39,0,16,20,14,0,15,37,9,60,33,64,0,8,0,66,50,15,28,1,0,45,25,35,0,0,9,48,0,1,23,30,61,36,36,0,61,0,2,8,2,12,4,11,1,1,1,10,3,55,1,6,1,41,54,3,0,2,17,3,43,3,5,1,1,17
108310,1282,1,0,32,36,1,39,41,0,15,33,9,0,18,35,5,57,29,57,0,24,0,71,53,15,33,1,0,48,17,26,0,1,8,25,0,1,27,36,50,30,38,0,64,2,3,5,0,17,0,11,0,6,1,22,2,45,2,3,0,41,42,0,0,4,8,2,47,8,1,6,0,28
108311,1249,2,1,37,19,2,28,47,0,22,17,15,0,16,47,4,50,31,66,1,2,0,53,52,20,33,0,1,40,25,33,1,1,17,37,0,1,32,15,54,37,38,1,48,2,0,6,4,14,7,11,1,3,3,5,1,54,2,8,1,34,57,1,5,3,19,2,30,4,1,4,3,18
108312,1349,2,0,28,17,0,47,46,0,11,17,9,0,34,44,2,47,33,70,2,6,1,75,71,28,38,0,0,51,25,39,1,0,14,34,0,0,17,18,73,32,55,0,78,1,2,4,1,23,1,12,0,2,1,11,1,67,3,6,0,32,39,0,1,2,11,0,41,5,0,4,3,11
108313,1315,3,3,30,23,1,44,31,0,13,25,7,0,32,30,2,45,26,74,0,14,1,75,58,13,49,1,0,45,14,50,0,0,2,30,0,0,21,33,67,33,50,1,74,0,0,8,2,22,0,5,3,1,1,18,2,59,4,1,1,38,40,0,0,3,9,2,36,5,4,3,3,25
108314,1438,1,3,40,30,1,43,48,0,13,28,8,0,25,49,4,62,39,76,1,9,0,75,69,16,38,1,0,51,15,41,0,0,11,44,0,0,25,23,76,35,49,0,80,0,2,4,0,22,2,16,0,2,0,13,1,61,0,4,2,39,47,0,2,3,17,2,34,4,6,4,1,21
108315,1392,3,2,37,20,0,38,38,1,19,18,8,0,29,42,3,51,28,78,0,6,0,77,55,17,42,1,0,48,22,42,0,0,9,28,1,2,27,22,70,46,43,2,74,7,3,8,4,18,4,7,2,3,2,13,4,73,4,7,1,43,50,1,2,2,10,2,38,8,4,3,3,17
108316,1244,0,2,19,24,1,41,49,0,16,17,9,0,30,41,1,49,28,70,1,5,0,64,62,20,36,0,0,45,24,38,1,0,14,32,0,1,27,20,64,27,48,0,67,1,1,4,1,14,2,13,1,1,2,8,1,60,0,5,0,32,32,2,0,0,6,1,39,4,4,1,0,16
108317,1440,2,1,40,32,1,43,41,0,17,25,13,0,27,37,4,50,32,71,1,6,0,78,60,18,40,0,0,68,22,44,1,2,10,46,0,2,23,18,86,25,35,0,71,2,1,2,4,19,2,12,1,2,2,7,4,77,0,6,1,35,96,1,0,4,15,1,29,7,1,2,0,15
108318,1365,0,0,30,18,0,58,42,0,22,19,8,0,38,43,3,50,32,78,1,6,0,73,69,14,49,0,0,47,19,51,1,2,15,30,0,0,26,23,69,26,65,0,61,4,0,2,1,25,3,11,0,6,2,10,3,73,1,5,2,32,32,1,0,0,10,0,30,1,2,1,0,20
108401,2322,4,3,54,46,0,90,144,1,25,38,12,0,7,87,11,122,38,87,0,4,0,70,94,87,18,1,0,87,87,11,0,17,73,69,0,1,23,26,118,67,82,1,76,3,0,16,6,7,1,65,2,1,1,5,0,85,2,6,0,56,86,0,1,18,19,2,103,11,6,4,3,32
108402,2668,6,2,69,48,1,100,166,0,35,37,11,0,4,97,14,144,47,101,0,3,2,77,95,112,15,1,2,104,112,18,2,18,79,70,1,1,24,38,148,79,93,3,90,3,1,13,8,12,6,69,2,0,6,13,2,86,3,9,3,54,104,1,0,25,26,0,101,8,7,3,2,32
108501,1764,2,1,54,35,3,23,86,2,35,45,50,0,7,62,5,45,34,90,1,1,0,72,69,13,12,1,3,59,41,31,0,4,6,54,1,0,48,51,66,74,81,3,64,0,1,5,4,13,8,4,3,3,2,5,2,53,1,10,0,98,78,1,3,3,25,6,39,4,4,7,10,38
108502,1647,3,0,60,31,3,23,91,1,28,47,43,1,6,54,7,55,30,97,2,0,0,66,55,21,5,0,0,55,55,28,0,2,10,33,0,0,46,56,57,60,77,1,52,0,0,7,4,9,2,9,3,1,0,5,3,41,0,9,1,80,89,1,0,0,27,0,39,8,2,9,4,33
108503,1688,2,3,54,32,1,25,91,0,23,42,42,0,8,63,3,65,34,88,3,1,0,66,63,18,5,0,0,57,47,36,1,2,11,37,1,0,44,50,56,59,84,0,55,0,3,6,6,9,4,10,3,0,2,5,3,46,2,12,1,93,76,0,1,2,24,2,43,4,6,8,9,36
108504,1680,3,1,54,30,1,23,89,0,27,44,49,0,9,57,4,62,41,80,2,0,0,63,73,17,15,0,0,57,46,41,0,3,9,42,0,0,41,64,63,45,82,2,44,1,1,2,3,12,3,9,4,2,3,8,3,36,2,8,0,102,87,1,0,1,25,1,35,3,1,4,5,35
108505,1767,4,1,71,22,2,28,91,0,22,32,35,0,9,46,5,77,41,82,1,3,0,62,74,34,12,1,3,55,53,35,1,1,18,42,1,0,32,60,77,68,79,1,65,3,1,4,5,12,4,17,2,0,4,3,3,37,3,10,0,90,91,0,2,7,25,1,46,6,2,5,5,33
108601,936,0,0,41,24,0,5,55,0,20,21,22,0,0,50,4,26,24,35,0,0,0,65,34,10,6,0,0,24,32,31,0,0,2,23,0,0,19,12,42,16,20,8,35,0,0,3,6,11,2,3,0,2,5,3,7,14,1,1,0,49,48,1,1,15,3,0,11,1,1,13,1,28
108602,900,0,1,46,29,0,6,53,0,19,23,20,0,1,44,4,26,24,25,1,1,0,53,31,11,3,0,1,21,26,27,0,1,3,18,1,1,18,9,39,19,22,7,40,0,0,1,9,9,2,2,0,6,2,4,8,16,1,1,0,46,43,1,0,7,4,0,11,1,2,18,2,30
108701,2000,6,2,86,102,3,16,83,2,32,86,27,2,7,71,4,81,58,86,0,2,0,84,60,15,7,1,0,32,28,34,0,5,7,48,2,2,28,49,106,39,12,5,91,3,2,2,64,10,0,2,1,1,1,9,0,40,0,40,2,124,105,1,0,14,9,0,30,3,0,2,8,116
108702,1440,3,3,67,75,1,12,59,2,23,54,17,0,6,54,4,53,32,54,2,2,1,59,41,20,1,0,1,26,18,30,0,4,5,33,2,0,17,31,77,24,9,5,69,0,1,5,45,8,2,6,0,2,3,8,2,29,1,27,2,84,72,1,2,7,6,1,28,3,2,7,7,83
108703,1641,1,2,71,82,0,17,66,0,29,68,18,0,5,55,7,73,50,68,1,5,0,70,50,19,8,0,0,24,24,27,0,4,6,41,2,0,18,47,77,25,14,6,66,0,1,5,51,5,0,3,0,2,2,14,1,31,3,30,2,96,85,0,0,10,10,2,28,2,0,8,7,97
108704,1593,2,1,78,89,0,12,69,0,24,74,16,0,2,53,2,60,44,70,0,2,2,68,45,16,5,0,0,25,25,29,0,3,4,40,0,2,28,38,78,27,13,4,76,0,2,2,49,6,1,2,1,1,3,14,2,36,0,29,1,98,74,0,0,9,7,2,19,5,0,5,5,94
108705,1484,3,2,67,72,0,9,71,1,17,55,13,0,5,50,6,55,32,65,1,2,0,61,47,13,4,0,1,37,24,27,0,6,8,32,0,0,18,30,81,26,8,3,63,4,1,4,39,10,1,2,2,1,1,13,1,31,0,29,2,92,77,1,1,11,6,0,40,3,2,3,6,86
108706,1624,2,1,66,86,1,15,50,0,25,73,13,2,5,54,3,71,50,61,2,2,0,66,47,15,3,0,1,24,20,29,0,3,3,49,3,0,23,40,97,23,13,7,71,1,2,3,43,7,0,6,1,0,0,10,0,31,0,32,1,115,77,0,1,7,10,0,36,3,3,3,6,107
108801,1754,5,4,68,77,6,69,48,1,23,59,9,0,6,49,9,98,53,75,4,4,1,63,72,18,6,1,0,26,21,34,0,0,8,33,0,2,32,57,78,37,11,2,86,0,2,3,32,23,0,8,1,3,41,9,0,80,1,12,1,73,79,2,1,0,11,1,55,1,2,0,4,54
108802,1943,8,7,78,91,2,84,52,1,17,60,12,0,2,54,6,115,45,74,1,6,1,77,98,29,10,0,0,31,28,27,0,1,13,29,1,0,26,63,89,24,14,1,88,0,1,1,37,29,1,11,0,2,35,23,5,92,1,14,5,72,97,3,0,2,12,0,69,2,2,2,2,58
108803,1942,4,3,70,99,8,78,43,3,11,75,15,1,4,52,4,115,50,87,1,11,1,64,78,23,12,1,1,28,27,36,0,0,6,39,3,1,24,66,81,25,11,0,96,0,1,3,30,23,1,12,2,2,47,20,3,81,2,17,6,79,93,2,1,1,23,2,64,5,2,1,2,60
